station_name,address,city,fuel_type,price
CIRCLE K AUTOMĀTS JŪRMALA,,,autogāze,1.055
CIRCLE K PURVCIEMS 2,,,autogāze,1.055
CIRCLE K AUTOMĀTS APE,,,autogāze,1.055
CIRCLE K DOBELE,,,autogāze,1.055
CIRCLE K SMILTENE,,,autogāze,1.055
CIRCLE K LIELVĀRDE,,,autogāze,1.055
CIRCLE K ĶEKAVA,,,autogāze,1.055
CIRCLE K SAULKRASTI 1,,,autogāze,1.055
CIRCLE K SAULKRASTI 2,,,autogāze,1.055
CIRCLE K DREILIŅI,,,autogāze,1.055
CIRCLE K DAUGMALE,,,autogāze,1.055
CIRCLE K SLOKA,,,autogāze,1.055
CIRCLE K KRIMULDA,,,autogāze,1.055
CIRCLE K TĪNŪŽI,,,autogāze,1.055
CIRCLE K KAĻĶU,,,autogāze,1.055
